지자체명,공원구분,공원명,위도,경도,공원면적,지정고시일
울산광역시,어린이공원,청솔공원,35.58853845,129.3700584,1539.0,1997-07-15
울산광역시,근린공원,상방공원,35.58425629,129.368571,12025.0,1997-07-15
울산광역시,근린공원,화봉공원,35.58943549,129.3648249,11422.0,1997-07-15
울산광역시,어린이공원,성내어린이공원,35.52393871,129.4016103,1758.0,1998-03-01
울산광역시,어린이공원,수동공원,35.62489541,129.3574434,1500.0,2000-03-04
울산광역시,어린이공원,우리공원,35.63174258,129.3560799,2066.0,2002-08-20
울산광역시,어린이공원,희망공원,35.63153712,129.3535152,1941.0,2002-08-20
울산광역시,어린이공원,오뚜기공원,35.62974926,129.3519602,1551.0,2002-08-20
울산광역시,어린이공원,해맑은공원,35.63016398,129.3577975,2140.0,2002-08-20
울산광역시,어린이공원,으뜸공원,35.62892516,129.3557885,1840.0,2002-08-20
울산광역시,어린이공원,종달새공원,35.62772724,129.3532853,2041.0,2002-08-20
울산광역시,어린이공원,중산어린이공원,35.66164585,129.3370105,5443.0,2005-06-15
울산광역시,근린공원,매곡산단공원(매곡2),35.64347912,129.367077,10043.0,2006-05-21
울산광역시,어린이공원,신천어린이공원,35.64219111,129.3493598,2077.0,2007-09-11
울산광역시,어린이공원,상안어린이공원,35.62762957,129.3443087,4795.0,2007-11-23
울산광역시,어린이공원,매곡1어린이공원,35.64352314,129.3536182,1500.0,2008-03-10
울산광역시,소공원,신천소공원,35.64659206,129.3459848,6435.0,2011-02-09
울산광역시,근린공원,온누리공원,35.64505397,129.3606976,20223.0,2011-06-20
울산광역시,어린이공원,아람어린이공원,35.5960765,129.3661983,1632.0,2011-11-18
울산광역시,어린이공원,아라어린이공원,35.59561286,129.3682584,1509.0,2011-11-18
울산광역시,어린이공원,누리어린이공원,35.59120693,129.3702529,6248.0,2011-11-18
울산광역시,어린이공원,새롬공원,35.5341905437,129.3397376,2550.1,1988-08-25
울산광역시,어린이공원,아름공원,35.5344258,129.3378544,2640.0,1988-08-25
울산광역시,어린이공원,자두공원,35.536778239,129.3342888,1502.0,1988-08-25
울산광역시,어린이공원,초록빛공원,35.53469312,129.3343309,3280.1,1988-08-25
울산광역시,어린이공원,가람공원,35.54782507,129.334889,1524.2,1988-11-03
울산광역시,어린이공원,강변공원,35.5459538599,129.3323041513,4393.5,1988-11-03
울산광역시,어린이공원,벚꽃공원,35.54747457,129.329720927,3191.6,1988-11-03
울산광역시,어린이공원,웨딩테마공원,35.5477557,129.3264852,2895.4,1988-11-03
울산광역시,어린이공원,은비공원,35.54487717,129.3333192,1720.2,1988-11-03
울산광역시,근린공원,배남공원,35.4851886679,129.3585024127,24474.0,1990-01-25
울산광역시,근린공원,여천1호공원,35.5216459,129.3466934,11965.0,1990-01-31
울산광역시,어린이공원,마단공원,35.54126301,129.3292343,2529.2,1990-02-08
울산광역시,어린이공원,비둘기공원,35.54258379,129.3320571,1953.0,1990-02-08
울산광역시,어린이공원,왕생이공원,35.5400934042,129.3296233,2538.2,1990-02-08
울산광역시,어린이공원,정다운공원,35.54176284,129.3345689,3884.0,1990-02-08
울산광역시,어린이공원,햇살공원,35.54023667,129.3323932,2023.1,1990-02-08
울산광역시,어린이공원,느티공원,35.53293804,129.3199339,1500.0,1990-09-13
울산광역시,어린이공원,다문화공원,35.53345362,129.317296,1505.9,1990-09-13
울산광역시,어린이공원,하나공원,35.53212247,129.328532,1500.0,1990-09-13
울산광역시,어린이공원,동평공원,35.53452471,129.3240067,2704.6,1990-11-20
울산광역시,어린이공원,쉼터공원,35.53559536,129.3266376,3988.4,1990-11-20
울산광역시,어린이공원,희망공원,35.53395749,129.3272281,2177.2,1990-11-20
울산광역시,어린이공원,가시나무공원,35.5495743376,129.2757618,1787.5,1990-12-02
울산광역시,어린이공원,솔숲공원,35.55006859,129.2716553,2426.8,1990-12-02
울산광역시,어린이공원,정광공원,35.5463028,129.2848514,2651.9,1990-12-02
울산광역시,어린이공원,이슬공원,35.54299687,129.3411288,2392.0,1991-01-08
울산광역시,어린이공원,포그니공원,35.5415091201,129.3430833675,1744.3,1991-01-08
경기도,수변공원,세교2 제5호 수변공원,37.1695016,127.049281,1258.0,2016-03-31
경기도,수변공원,원동수변공원,37.140907,127.091507,17788.0,2018-11-06
경기도,체육공원,가장동체육공원,37.164782,127.041189,11856.0,2016-03-14
울산광역시,어린이공원,청솔공원,35.53661172,129.3101993,2884.0,1963-05-03
울산광역시,어린이공원,비단공원,35.5429193379,129.3200911563,1508.1,1971-01-27
울산광역시,근린공원,문화공원,35.54289686,129.3270733,56354.9,1976-08-28
울산광역시,어린이공원,감골공원,35.5409544156,129.2985963485,1932.0,1978-12-19
울산광역시,어린이공원,봉월공원,35.54244422,129.3044988,1886.0,1978-12-19
울산광역시,어린이공원,푸른공원,35.5365006661,129.3029414,1800.3,1978-12-19
울산광역시,어린이공원,무둔실공원,35.54556741,129.3205712,1982.0,1979-04-14
울산광역시,어린이공원,산학공원,35.5386065979,129.2539074,1653.6,1981-02-28
울산광역시,어린이공원,전골공원,35.54017248,129.2553015811,1662.6,1981-02-28
울산광역시,어린이공원,진등공원,35.54032308,129.2598673,1665.8,1981-02-28
울산광역시,소공원,신복소공원,35.55114598,129.2643491,687.1,1984-12-26
울산광역시,어린이공원,수암공원,35.5214241326,129.3212878,992.0,1986-02-25
울산광역시,근린공원,울산대공원,35.5281225036,129.2916620608,3699833.0,1986-08-19
울산광역시,어린이공원,문수공원,35.54913976,129.2545131,3007.6,1987-01-26
울산광역시,어린이공원,헐수정공원,35.54738789,129.2585825,4078.6,1987-01-26
울산광역시,어린이공원,쇠터공원,35.53101141,129.2956558,1520.0,1987-02-28
울산광역시,어린이공원,동백공원,35.5324733,129.322888,1500.0,1987-07-16
울산광역시,어린이공원,늘푸른공원,35.53734762,129.3369025876,2012.0,1987-11-14
울산광역시,어린이공원,움골공원,35.53703452,129.2870305,1840.1,1988-08-20
울산광역시,어린이공원,은월공원,35.53745101,129.2944252,1971.0,1988-08-20
울산광역시,어린이공원,개미공원,35.53657185,129.2890006867,1840.0,1988-08-20
울산광역시,어린이공원,동그라미공원,35.5340025475,129.3318377,4316.9,1988-08-25
울산광역시,어린이공원,목화공원,35.5363116742,129.3311914,1502.1,1988-08-25
인천광역시,어린이공원,함박공원,37.4222546,126.6810562,5028.0,1987-11-19
서울특별시,소공원,우면산트러스트,37.4823297933,127.0205158608,4679.0,
서울특별시,수변공원,우면,37.4561305714,127.0109898244,21609.1,
서울특별시,수변공원,신원천,37.4546898457,127.0625465846,11854.0,
서울특별시,수변공원,청계산,37.4543563624,127.0523937572,98587.0,
서울특별시,체육공원,서초종합,37.449959027,127.040023994,20923.0,
서울특별시,근린공원,효창공원,37.544278,126.959255,171277.0,1940-03-12
서울특별시,어린이공원,새나라어린이공원,37.548319,126.9763669,2340.0,1940-03-12
서울특별시,어린이공원,늘푸른어린이공원,37.53479369,126.956553,2300.0,1940-03-12
서울특별시,문화공원,청파문화공원,37.553546,126.9682992,4296.4,1940-03-12
서울특별시,어린이공원,동자어린이공원,37.55008633,126.973945,712.0,1940-03-12
서울특별시,어린이공원,이태원어린이공원,37.538407,126.989041,2858.0,1940-03-12
서울특별시,어린이공원,새꿈어린이공원,37.552563,126.974476,1828.0,1940-03-12
서울특별시,어린이공원,돌모루어린이공원,37.542772,126.9685904,3447.0,1940-03-12
서울특별시,역사공원,신계공원,37.535079,126.966284,15000.0,1940-03-12
서울특별시,어린이공원,소월길어린이공원,37.543563,126.989243,1630.0,1963-12-16
서울특별시,소공원,꿈나무공원,37.520795,126.971721,1412.0,1972-02-16
서울특별시,어린이공원,새싹어린이공원,37.526961,126.954522,480.0,1973-03-23
서울특별시,어린이공원,삼각지어린이공원,37.534406,126.9754551,803.0,1973-06-04
서울특별시,근린공원,응봉공원,37.544987,127.0047763,187834.0,1977-07-09
서울특별시,근린공원,동빙고공원,37.517396,126.983984,55740.0,1977-07-09
서울특별시,어린이공원,두텁바위어린이공원,37.552054,126.972944,2623.0,1978-07-30
서울특별시,어린이공원,효창어린이공원,37.54303936,126.9590411,525.0,1981-01-30
서울특별시,소공원,이촌공원,37.518766,126.979792,1736.0,1984-03-30
서울특별시,소공원,새푸리공원,37.5215843,126.967831,231.0,1992-12-24
서울특별시,어린이공원,도원어린이공원,37.537154,126.9546234,1500.0,1994-01-10
울산광역시,어린이공원,두부곡어린이공원,35.58642088,129.3652557,1666.0,1997-07-15
울산광역시,어린이공원,잠실공원,35.58560676,129.3710676,2513.0,1997-07-15
울산광역시,어린이공원,늘푸른공원,35.58310419,129.3659296,2063.0,1997-07-15
울산광역시,어린이공원,안산공원,35.58161235,129.3689358,1569.0,1997-07-15
경기도,어린이공원,고촌어린이19(수기1공원),37.60012704,126.767372,1715.0,2005-06-07
경기도,어린이공원,고촌어린이20(수기2공원),37.596805,126.770145,1522.0,2005-06-07
경기도,어린이공원,고촌어린이21(수기3공원),37.596252,126.767048,1567.0,2005-06-07
경기도,소공원,항공소공원1,37.617583,126.580436,1968.0,2007-12-17
경기도,어린이공원,걸포어린이22,37.634949,126.7052284,3450.0,2006-01-31
경기도,근린공원,신곡노을공원(고촌31호),37.60413566,126.7726878,12881.0,2006-02-06
경기도,어린이공원,이안어린이공원,37.64221861,127.3039419,1675.0,
경기도,소공원,별내택지 소공원1,37.67491691,127.1336222,2027.0,
경기도,소공원,별내택지소공원2,37.65518368,127.128043,3196.0,
경기도,어린이공원,별내택지어린이공원2,37.6660172,127.1153041,1694.0,
경기도,어린이공원,별내택지어린이공원6,37.6510798,127.1144787,1989.0,
경기도,어린이공원,별내택지어린이공원3,37.66271585,127.1164707,2743.0,
경기도,어린이공원,별내택지어린이공원4,37.6577684,127.1147836,3040.0,
경기도,어린이공원,별내택지어린이공원7,37.6460333,127.1154635,4290.0,
경기도,어린이공원,별내택지어린이공원1,37.66452648,127.1104557,4299.0,
경기도,어린이공원,별내택지어린이공원5,37.66061894,127.1268115,6981.0,
경기도,근린공원,별내택지 근린공원1,37.67007379,127.116929,28459.0,
경기도,근린공원,별내택지 근린공원2,37.6595533,127.1278149,29162.0,
경기도,근린공원,별내택지 근린공원3,37.65493394,127.1270364,31560.0,
경기도,근린공원,별내택지 근린공원7,37.64392211,127.1283003,54318.0,
경기도,근린공원,별내택지 근린공원4,37.65657399,127.1215905,65676.0,
경기도,근린공원,별내택지 근린공원6,37.6472205,127.1246392,76348.0,
경기도,근린공원,별내택지 근린공원5,37.6540409,127.1157796,144582.0,
경기도,체육공원,별내택지 체육공원,37.66427015,127.1201524,47845.0,
경기도,체육공원,별내택지체육공원1,37.664986,127.118584,7759.0,
경기도,체육공원,별내택지 체육공원3,37.65972854,127.1213588,12367.0,
경기도,체육공원,별내택지 체육공원4,37.66009632,127.1234243,21946.0,
경기도,소공원,마석신도2차1호소공원,37.6629166,127.2986365,295.0,
경기도,수변공원,수변공원 10호(고덕국제화지구 율포리),37.042043,127.044785,11800.0,2013-01-04
경기도,수변공원,수변공원 11호(고덕국제화지구 여염리),37.042913,127.047362,10395.0,2013-01-04
경기도,수변공원,수변공원 12호(고덕국제화지구 율포리),37.04237,127.043867,26763.0,2013-01-04
경기도,수변공원,수변공원 13호(고덕국제화지구  장당동),37.041184,127.07125,13428.0,2013-01-04
경기도,수변공원,수변공원 14호(고덕국제화지구  율포리),37.0499,127.043385,8285.0,2013-01-04
경기도,수변공원,수변공원 15호(고덕국제화지구  장당동),37.04907,127.052502,30638.0,2013-01-04
서울특별시,소공원,역삼미소공원,37.50142477,127.0439883,576.0,
경기도,수변공원,수변공원 1호(고덕국제화지구 해창리),37.027325,127.029194,4809.0,2013-01-04
경기도,수변공원,수변공원 2호(고덕국제화지구 궁리),37.027408,127.0333,67862.0,2013-01-04
경기도,수변공원,수변공원 3호(고덕국제화지구 해창리),37.030342,127.031781,56051.0,2013-01-04
경기도,수변공원,수변공원 4호(고덕국제화지구 궁리),37.030414,127.033791,15746.0,2013-01-04
경기도,수변공원,수변공원 5호(고덕국제화지구 좌교리),37.033702,127.036699,8662.0,2013-01-04
경기도,수변공원,수변공원 6호(고덕국제화지구 여염리),37.035169,127.042966,7599.0,2013-01-04
경기도,수변공원,수변공원 7호(고덕국제화지구 여염리),37.036833,127.041657,35231.0,2013-01-04
경기도,수변공원,수변공원 8호(고덕국제화지구 율포리),37.041322,127.042695,11150.0,2013-01-04
경기도,수변공원,수변공원 9호(고덕국제화지구 여염리),37.040832,127.045428,11782.0,2013-01-04
경기도,수변공원,수변공원(브레인시티),37.0483812948,127.0988530689,61615.0,2010-03-15
경기도,수변공원,수촌1 수변공원(수촌지구),37.020343,127.113678,21187.0,2009-12-16
경기도,수변공원,제1호 수변공원(가재지구 128호),37.042328,127.077653,1100.0,2011-11-25
경기도,수변공원,제2호 수변공원(가재지구 129호),37.042328,127.077653,6560.0,2011-11-25
경기도,어린이공원,선유3 어린이공원,37.868024,126.786909,7284.0,2012-11-23
경기도,근린공원,선유산업단지1호 근린공원,37.862704,126.7717539,21818.0,2010-07-28
경기도,근린공원,선유산업단지2호 근린공원,37.86490558,126.7991824,16328.0,2010-07-28
전라남도,소공원,공원-49,35.26449474,126.925887,1120.0,2007-11-26
전라남도,소공원,공원-50,35.26998252,126.922384,598.0,2007-11-26
전라남도,소공원,공원-51,35.27342634,126.9264963,1266.0,2007-11-26
전라남도,소공원,공원-52,35.24563249,126.9870517,2144.0,2007-11-26
전라남도,소공원,공원-53,35.23581036,126.9938281,1361.0,2007-11-26
전라남도,소공원,공원-54,35.23674429,126.9889611,1740.0,2007-11-26
경기도,어린이공원,제35호 어린이공원(갈현),37.28152646,127.107443,2599.0,1996-11-27
경기도,어린이공원,제32호 어린이공원(도현),37.28565407,127.1081922,3093.0,1996-11-27
경기도,어린이공원,제33호 어린이공원(새릉골),37.286062,127.1121498,1535.0,1996-11-27
경기도,근린공원,제44호 근린공원(관곡근린공원),37.28174279,127.1132592,11060.0,1996-12-05
