공동주택명,동번호,전용구역위치구분코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,전용주차단위구획수,공동주택관리소전화번호,관할소방서명,관할소방서전화번호,데이터기준일자,제공기관코드,제공기관명
평창리비에르1차 아파트,109,2 ,울산광역시,북구,32100,울산광역시 북구 명촌10길22,울산광역시 북구명촌동895-3,35.55197533,129.3567884,1,052-289-7041,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르1차 아파트,110,2 ,울산광역시,북구,32100,울산광역시 북구 명촌10길22,울산광역시 북구명촌동895-3,35.55197533,129.3567884,1,052-289-7041,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
양정힐스테이트2차,201,2 ,울산광역시,북구,32100,울산광역시 북구 양정4길 15,울산광역시 북구양정동802,35.54461247,129.3866195,1,052-289-3235,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
양정힐스테이트2차,202,2 ,울산광역시,북구,32100,울산광역시 북구 양정4길 15,울산광역시 북구양정동802,35.54461247,129.3866195,1,052-289-3235,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
양정힐스테이트2차,203,1 ,울산광역시,북구,32100,울산광역시 북구 양정4길 15,울산광역시 북구양정동802,35.54461247,129.3866195,1,052-289-3235,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
양정힐스테이트2차,204,1 ,울산광역시,북구,32100,울산광역시 북구 양정4길 15,울산광역시 북구양정동802,35.54461247,129.3866195,1,052-289-3235,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
양정힐스테이트2차,205,1 ,울산광역시,북구,32100,울산광역시 북구 양정4길 15,울산광역시 북구양정동802,35.54461247,129.3866195,1,052-289-3235,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
삼창에이스아파트,1동,1 ,울산광역시,북구,32100,울산광역시 북구 치전1길 12-7,울산광역시 북구양정동533-1,35.54037893,129.3879239,1,052-289-0838,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,101,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,103,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,104,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,105,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,106,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,107,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,108,2 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,109,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,110,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,111,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,112,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,113,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,114,1 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
성원상떼빌,115,2 ,울산광역시,북구,32100,울산광역시 북구 염포로 685,울산광역시 북구염포동326,35.53197913,129.3929971,1,052-289-9372,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,303,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,304,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,305,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,306,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,307,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,308,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,309,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,310,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,311,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,312,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,313,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,201,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,202,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,203,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,204,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,206,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,207,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,208,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,209,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,210,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,211,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,212,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,213,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,214,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,215,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,216,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,217,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,219,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,220,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,221,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,222,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르2차 아파트,223,1 ,울산광역시,북구,32100,울산광역시 북구 명촌로91,울산광역시 북구명촌동790-1,35.55283269,129.3547645,1,052-287-7293,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르1차 아파트,101,1 ,울산광역시,북구,32100,울산광역시 북구 명촌10길22,울산광역시 북구명촌동895-3,35.55197533,129.3567884,1,052-289-7041,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
덕신주공아파트(덕신사원임대),105,1 ,울산광역시,울주군,31710,울산광역시 울주군 온산읍 영남7길 35,울산광역시 울주군 온산읍 덕신리 1329-5,35.440536,129.308906,1,052-238-0743,온산소방서,052-241-2870,2021-01-18,6310197,울산광역시 온산소방서
호계주공 1단지,111,1 ,울산광역시,북구,31200,울산광역시 북구 동대 12길 30,울산광역시 북구호계동 264,35.63115671,129.3572922,1,052-281-0418,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 1단지,111,2 ,울산광역시,북구,31200,울산광역시 북구 동대 12길 30,울산광역시 북구호계동 264,35.63115671,129.3572922,1,052-281-0418,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,201,2 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,203,1 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,204,1 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,205,1 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,206,2 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,207,2 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,208,2 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,209,1 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계주공 2단지,210,1 ,울산광역시,북구,31200,울산광역시 북구 동대 11길 36,울산광역시 북구호계동 263-1,35.63229087,129.3548183,1,052-281-0792,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
호계청구타운,101,1 ,울산광역시,북구,31200,울산광역시 북구 호계로 402,울산광역시 북구신천동 486-1,35.63892066,129.3475285,1,052-295-1036,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,101,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,102,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,103,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,104,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,105,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,106,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,107,2 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 1단지,108,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 48,울산광역시 북구 중산동 174-5,35.65262682,129.352395,1,052-294-5539,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,201,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,202,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,203,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,204,2 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,205,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,206,2 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,207,2 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,208,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,209,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,210,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,211,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
일동미라주 2단지,212,1 ,울산광역시,북구,31200,울산광역시 북구 중산로 47,울산광역시 북구 중산동1152,35.65232668,129.3543677,1,052-297-6639,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,301,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구 명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
평창리비에르3차 아파트,302,1 ,울산광역시,북구,32100,울산광역시 북구 명촌15길10,울산광역시 북구명촌동684,35.55407037,129.3548847,1,052-287-9755,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
현대으뜸타운,103,1 ,울산광역시,북구,31200,울산광역시 북구 매곡본길 53,울산광역시 북구매곡동 233,35.6389019,129.3607722,1,052-282-1131,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
현대으뜸타운,104,1 ,울산광역시,북구,31200,울산광역시 북구 매곡본길 53,울산광역시 북구매곡동 233,35.6389019,129.3607722,1,052-282-1131,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
현대파크맨션,101,1 ,울산광역시,북구,31200,울산광역시 북구 신기 3길 19-6,울산광역시 북구매곡동 422-2,35.64504142,129.354473,1,052-285-1944,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
현대파크맨션,103,1 ,울산광역시,북구,31200,울산광역시 북구 신기 3길 19-6,울산광역시 북구매곡동 422-2,35.64504142,129.354473,1,052-285-1944,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
현우파크맨션,101,1 ,울산광역시,북구,31200,울산광역시 북구 화정 4길 20,울산광역시 북구중산동 676-1,35.66116344,129.3415924,1,052-285-1944,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,101,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,102,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,103,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,104,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,105,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,106,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,107,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,108,2 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,109,1 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,110,1 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
협성노블리스,111,1 ,울산광역시,북구,31200,울산광역시 북구 호계로 309-20,울산광역시 북구신천동 358-9,35.63084468,129.3489846,1,052-282-8228,북부소방서,052-229-8132,2021-01-21,6310467,울산광역시 북부소방서
