,시도명,제한속도,CCTV설치여부,CCTV설치대수,보호구역도로폭
52,충청남도,30,N,0.0,0.0
53,충청남도,30,N,0.0,0.0
54,충청남도,30,N,0.0,0.0
55,충청남도,30,N,0.0,0.0
56,충청남도,30,N,0.0,0.0
57,충청남도,30,N,0.0,0.0
58,충청남도,30,N,0.0,0.0
59,충청남도,30,N,0.0,0.0
60,충청남도,30,N,0.0,0.0
61,충청남도,30,N,0.0,0.0
62,충청남도,30,N,0.0,0.0
63,충청남도,30,N,0.0,0.0
64,충청남도,30,Y,1.0,0.0
65,충청남도,30,N,0.0,0.0
66,충청남도,30,N,0.0,0.0
67,충청남도,30,Y,1.0,0.0
68,충청남도,30,N,0.0,0.0
69,충청남도,30,N,0.0,0.0
70,충청남도,30,N,0.0,0.0
71,충청남도,30,N,0.0,0.0
72,충청남도,30,N,0.0,0.0
73,충청남도,30,N,0.0,0.0
74,충청남도,30,N,0.0,0.0
75,충청남도,30,N,0.0,0.0
76,충청남도,30,N,0.0,0.0
77,강원도,30,N,0.0,6.0
78,강원도,30,N,0.0,6.0
79,강원도,30,N,0.0,6.0
80,강원도,30,N,0.0,6.0
81,강원도,30,N,0.0,6.0
82,강원도,30,Y,1.0,6.0
83,강원도,30,N,0.0,6.0
84,강원도,30,N,0.0,6.0
85,강원도,30,N,0.0,6.0
86,경기도,30,N,0.0,7.5
87,경기도,30,N,0.0,7.0
88,경기도,30,N,0.0,6.5
89,경기도,30,N,0.0,15.0
90,경기도,30,Y,1.0,8.0
91,경기도,30,N,0.0,6.5
92,경기도,30,N,0.0,6.5
93,경기도,30,Y,2.0,7.5
94,경기도,30,N,0.0,7.0
95,경기도,50,N,0.0,9.0
96,경기도,60,N,0.0,0.0
97,경기도,30,N,0.0,0.0
98,전라북도,30,N,0.0,7.0
99,대전광역시,30,Y,2.0,6.0
100,대전광역시,30,Y,4.0,11.0
101,대전광역시,30,Y,2.0,8.0
102,경상남도,30,Y,1.0,6.0
103,충청남도,30,N,0.0,0.0
104,충청남도,30,N,0.0,0.0
105,충청남도,30,N,0.0,0.0
106,충청남도,30,Y,1.0,0.0
107,충청남도,30,N,0.0,0.0
108,충청남도,30,N,0.0,0.0
109,충청남도,30,N,0.0,0.0
110,충청남도,30,N,0.0,0.0
111,충청남도,30,N,0.0,0.0
112,충청남도,30,N,0.0,0.0
113,충청남도,30,N,0.0,0.0
114,충청남도,30,N,0.0,0.0
115,충청남도,30,N,0.0,0.0
116,충청남도,30,N,0.0,0.0
117,충청남도,30,N,0.0,0.0
118,충청남도,30,N,0.0,0.0
119,충청남도,30,N,0.0,0.0
120,충청남도,30,N,0.0,0.0
121,충청남도,30,N,0.0,0.0
122,충청남도,30,N,0.0,0.0
123,충청남도,30,Y,1.0,0.0
124,충청남도,30,N,0.0,0.0
125,충청남도,30,N,0.0,0.0
126,충청남도,30,N,0.0,0.0
127,충청남도,30,Y,1.0,0.0
128,충청남도,30,N,0.0,0.0
129,충청남도,30,N,0.0,0.0
130,충청남도,30,N,0.0,0.0
131,충청남도,30,N,0.0,0.0
132,충청남도,30,N,0.0,0.0
133,충청남도,30,N,0.0,0.0
134,충청남도,30,N,0.0,0.0
135,충청남도,30,N,0.0,0.0
136,충청남도,30,N,0.0,0.0
137,충청남도,30,N,0.0,0.0
138,충청남도,30,N,0.0,0.0
139,충청남도,30,N,0.0,0.0
140,충청남도,30,N,0.0,0.0
141,충청남도,30,N,0.0,0.0
142,충청남도,30,N,0.0,0.0
143,충청남도,30,N,0.0,0.0
144,충청남도,30,N,0.0,0.0
145,충청남도,30,N,0.0,0.0
146,충청남도,30,N,0.0,0.0
147,충청남도,30,N,0.0,0.0
148,충청남도,30,N,0.0,0.0
149,충청남도,30,N,0.0,0.0
150,충청남도,30,N,0.0,0.0
151,충청남도,30,Y,1.0,0.0
152,충청남도,30,N,0.0,0.0
153,충청남도,30,N,0.0,0.0
154,충청남도,30,N,0.0,0.0
155,충청남도,30,N,0.0,0.0
156,충청남도,30,N,0.0,0.0
157,충청남도,30,N,0.0,0.0
158,충청남도,30,N,0.0,0.0
159,충청남도,30,N,0.0,0.0
160,충청남도,30,N,0.0,0.0
161,충청남도,30,N,0.0,0.0
162,충청남도,30,N,0.0,0.0
163,충청남도,30,N,0.0,0.0
164,충청남도,30,N,0.0,0.0
165,충청남도,30,N,0.0,0.0
166,충청남도,30,N,0.0,0.0
167,충청남도,30,N,0.0,0.0
168,충청남도,30,N,0.0,0.0
169,충청남도,30,N,0.0,0.0
170,충청남도,30,N,0.0,0.0
171,충청남도,30,N,0.0,0.0
172,충청남도,30,N,0.0,0.0
173,인천광역시,30,N,0.0,0.0
174,인천광역시,50,Y,1.0,0.0
175,인천광역시,30,Y,1.0,0.0
176,인천광역시,50,Y,1.0,0.0
177,인천광역시,30,N,0.0,0.0
178,인천광역시,30,Y,1.0,0.0
179,인천광역시,30,Y,1.0,0.0
180,인천광역시,50,N,0.0,0.0
181,인천광역시,30,Y,1.0,0.0
182,인천광역시,50,Y,1.0,0.0
183,인천광역시,30,Y,1.0,0.0
184,인천광역시,50,Y,1.0,0.0
185,인천광역시,30,Y,1.0,0.0
186,인천광역시,50,N,0.0,0.0
187,인천광역시,30,Y,1.0,0.0
188,인천광역시,30,Y,1.0,0.0
189,인천광역시,30,Y,1.0,0.0
190,인천광역시,30,Y,1.0,0.0
191,인천광역시,30,Y,1.0,0.0
192,인천광역시,30,Y,1.0,0.0
193,인천광역시,30,Y,1.0,0.0
194,경기도,30,N,0.0,4.0
195,경기도,30,Y,1.0,20.0
196,경기도,30,N,0.0,6.0
197,경기도,30,N,0.0,7.0
198,경기도,30,N,0.0,12.0
199,경기도,30,Y,2.0,7.0
200,경기도,30,N,0.0,13.0
201,경기도,60,N,0.0,20.0
202,경기도,40,N,0.0,20.0
203,경기도,30,N,0.0,6.0
204,경기도,30,N,0.0,28.0
205,경기도,30,N,0.0,27.0
206,경기도,30,N,0.0,10.0
207,경기도,30,N,0.0,8.0
208,경기도,30,N,0.0,6.0
209,경기도,30,N,0.0,6.0
210,경기도,30,N,0.0,6.0
211,경기도,30,N,0.0,6.0
212,경기도,30,N,0.0,6.0
213,경기도,30,N,0.0,17.5
214,경상북도,30,N,0.0,0.0
215,경상북도,30,N,0.0,0.0
216,경상북도,30,N,0.0,0.0
217,경상북도,30,N,0.0,0.0
218,경상북도,30,N,0.0,0.0
219,경상북도,30,N,0.0,0.0
220,경상북도,30,N,0.0,0.0
221,경상북도,30,N,0.0,0.0
222,인천광역시,30,Y,1.0,0.0
223,인천광역시,30,Y,1.0,0.0
224,인천광역시,50,N,0.0,0.0
225,울산광역시,60,N,0.0,24.0
226,서울특별시,30,Y,2.0,11.0
227,서울특별시,30,N,0.0,25.0
228,서울특별시,30,Y,1.0,25.0
229,서울특별시,30,Y,1.0,5.0
230,서울특별시,30,Y,2.0,5.0
231,서울특별시,30,Y,1.0,5.0
232,부산광역시,30,N,0.0,4.0
233,부산광역시,30,N,0.0,6.0
234,부산광역시,30,N,0.0,12.0
235,부산광역시,30,N,0.0,7.0
236,부산광역시,30,N,0.0,7.0
237,부산광역시,30,Y,1.0,0.0
238,부산광역시,30,N,0.0,0.0
239,부산광역시,30,Y,1.0,0.0
240,부산광역시,30,Y,1.0,0.0
241,부산광역시,30,N,0.0,0.0
242,부산광역시,30,Y,1.0,0.0
243,부산광역시,30,N,0.0,0.0
244,부산광역시,30,Y,1.0,0.0
245,경기도,30,N,0.0,6.0
246,경기도,30,N,0.0,8.0
247,경기도,30,Y,1.0,14.0
248,경기도,40,Y,1.0,20.0
249,경기도,30,N,0.0,20.0
250,울산광역시,30,N,0.0,15.0
251,울산광역시,30,N,0.0,15.0
252,울산광역시,30,N,0.0,15.0
253,울산광역시,30,N,0.0,8.0
254,울산광역시,30,N,0.0,8.0
255,울산광역시,30,N,0.0,8.0
256,울산광역시,30,N,0.0,15.0
257,울산광역시,30,N,0.0,8.0
258,울산광역시,60,N,0.0,25.0
259,울산광역시,30,N,0.0,8.0
260,경상남도,30,Y,1.0,6.0
261,경상북도,38,N,0.0,6.0
262,경상북도,39,N,0.0,6.0
263,경상북도,40,N,0.0,6.0
264,경상북도,41,N,0.0,6.0
265,경상북도,42,N,0.0,6.0
266,경상북도,43,Y,2.0,6.0
267,경상북도,44,N,0.0,6.0
268,경상북도,45,N,0.0,6.0
269,경상북도,46,Y,2.0,6.0
270,경상북도,47,N,0.0,6.0
271,경상북도,48,N,0.0,6.0
272,경상북도,49,N,0.0,6.0
273,경상북도,50,Y,2.0,6.0
274,경상북도,51,N,0.0,6.0
275,경상북도,52,N,0.0,6.0
276,경상북도,53,N,0.0,6.0
277,경상북도,54,N,0.0,6.0
278,경상북도,55,N,0.0,6.0
279,경기도,30,N,0.0,20.0
280,경기도,30,N,0.0,6.0
281,경기도,30,N,0.0,6.0
282,경기도,30,N,0.0,4.0
283,경기도,30,N,0.0,4.0
284,경기도,30,N,0.0,6.0
285,경기도,30,N,0.0,6.0
286,경기도,30,N,0.0,6.0
287,경기도,30,N,0.0,6.0
288,경기도,30,N,0.0,6.0
289,경기도,30,N,0.0,10.0
290,경기도,30,N,0.0,6.0
291,경상남도,30,Y,2.0,6.0
292,경상남도,30,N,0.0,6.0
293,경상남도,30,Y,2.0,6.0
294,경상남도,30,Y,1.0,6.0
295,경상남도,30,N,0.0,6.0
296,경상남도,30,N,0.0,6.0
297,인천광역시,30,Y,2.0,9.0
298,인천광역시,30,Y,2.0,16.0
299,인천광역시,30,Y,3.0,6.0
300,인천광역시,30,Y,3.0,6.0
301,인천광역시,30,Y,3.0,8.0
302,인천광역시,30,Y,5.0,6.0
303,인천광역시,30,Y,2.0,6.0
304,인천광역시,30,Y,4.0,7.0
305,인천광역시,30,N,0.0,19.5
306,인천광역시,30,N,0.0,5.0
307,인천광역시,30,N,0.0,5.0
308,인천광역시,30,N,0.0,4.75
309,인천광역시,30,N,0.0,6.0
310,인천광역시,30,N,0.0,4.5
311,인천광역시,30,N,0.0,9.0
312,인천광역시,30,N,0.0,6.0
313,인천광역시,30,N,0.0,9.0
314,대전광역시,30,Y,1.0,0.0
315,대전광역시,30,Y,1.0,0.0
316,대전광역시,30,Y,1.0,0.0
317,대전광역시,30,Y,1.0,0.0
318,대전광역시,30,Y,1.0,0.0
319,대전광역시,30,Y,1.0,0.0
320,대전광역시,30,Y,1.0,0.0
321,대전광역시,30,Y,1.0,0.0
322,대전광역시,30,Y,1.0,0.0
323,대구광역시,40,Y,1.0,21.5
324,대구광역시,30,Y,2.0,7.0
325,대구광역시,50,N,0.0,33.0
326,대구광역시,50,N,0.0,30.0
327,대구광역시,30,Y,0.0,20.0
328,충청북도,30,N,0.0,0.0
329,충청북도,30,N,0.0,0.0
330,충청북도,30,N,0.0,0.0
331,충청북도,30,N,0.0,0.0
332,충청북도,30,N,0.0,0.0
333,충청북도,30,N,0.0,0.0
334,충청북도,30,N,0.0,0.0
335,충청북도,30,N,0.0,0.0
336,충청북도,30,N,0.0,0.0
337,충청북도,30,N,0.0,0.0
338,충청북도,30,N,0.0,0.0
339,충청북도,30,N,0.0,0.0
340,대전광역시,30,N,0.0,0.0
341,대전광역시,30,N,0.0,0.0
342,대전광역시,30,N,0.0,0.0
343,대전광역시,30,N,0.0,0.0
344,대전광역시,30,N,0.0,0.0
345,대전광역시,30,N,0.0,0.0
346,대전광역시,30,N,0.0,0.0
347,대전광역시,30,N,0.0,0.0
348,대전광역시,30,N,0.0,0.0
349,대전광역시,30,N,0.0,0.0
350,대전광역시,30,N,0.0,0.0
351,대전광역시,30,N,0.0,0.0
352,대전광역시,30,N,0.0,0.0
353,대전광역시,30,N,0.0,0.0
354,대전광역시,30,N,0.0,0.0
355,대전광역시,30,N,0.0,0.0
356,대전광역시,30,N,0.0,0.0
357,대전광역시,30,N,0.0,0.0
358,대전광역시,30,N,0.0,0.0
359,대전광역시,30,N,0.0,0.0
360,대전광역시,30,N,0.0,0.0
361,대전광역시,30,N,0.0,0.0
362,대전광역시,30,N,0.0,0.0
363,대전광역시,30,N,0.0,0.0
364,대전광역시,30,N,0.0,0.0
365,대전광역시,30,N,0.0,0.0
366,전라북도,40,Y,1.0,0.0
367,서울특별시,30,Y,1.0,0.0
368,서울특별시,30,Y,1.0,0.0
369,서울특별시,30,Y,1.0,0.0
370,서울특별시,30,Y,1.0,0.0
371,서울특별시,30,Y,1.0,0.0
372,경상북도,30,N,0.0,0.0
373,경상북도,30,N,0.0,0.0
374,경상북도,30,N,0.0,0.0
375,경상북도,30,N,0.0,0.0
376,경상북도,30,N,0.0,0.0
377,경상북도,30,N,0.0,0.0
378,경상북도,30,N,0.0,0.0
379,경상북도,30,N,0.0,0.0
380,경상북도,30,N,0.0,0.0
381,경상북도,30,N,0.0,0.0
382,경상북도,30,N,0.0,0.0
383,경상북도,30,N,0.0,0.0
384,경상북도,30,N,0.0,0.0
385,경상북도,30,N,0.0,0.0
386,경상북도,30,N,0.0,0.0
387,경상북도,30,N,0.0,0.0
388,경상북도,30,N,0.0,0.0
389,경상북도,30,N,0.0,0.0
390,경상북도,30,N,0.0,0.0
391,경상북도,30,N,0.0,0.0
392,경기도,30,N,0.0,16.0
393,경기도,30,N,0.0,8.0
394,경기도,30,N,0.0,8.0
395,경기도,30,N,0.0,0.0
396,경기도,30,N,0.0,0.0
397,경기도,30,N,0.0,0.0
398,경기도,30,N,0.0,0.0
399,경기도,30,N,0.0,0.0
400,경기도,30,N,0.0,0.0
401,경기도,30,N,0.0,0.0
402,경기도,30,N,0.0,0.0
403,경기도,30,N,0.0,0.0
404,경기도,30,N,0.0,0.0
405,경기도,30,N,0.0,0.0
406,경기도,30,N,0.0,0.0
407,경기도,30,N,0.0,0.0
408,경기도,30,N,0.0,0.0
409,경기도,30,N,0.0,12.5
410,경기도,30,N,0.0,11.0
411,경기도,30,N,0.0,11.0
412,경기도,30,N,0.0,12.5
413,경기도,30,N,0.0,12.5
414,경기도,30,N,0.0,12.5
415,경기도,30,N,0.0,12.5
416,경기도,30,N,0.0,8.5
417,경기도,30,N,0.0,9.5
418,경기도,30,N,0.0,17.0
419,경기도,30,N,0.0,7.0
420,경기도,30,N,0.0,9.5
421,경기도,30,N,0.0,0.0
422,경기도,30,N,0.0,0.0
423,경기도,30,N,0.0,0.0
424,경기도,30,N,0.0,0.0
425,경기도,30,N,0.0,0.0
426,경기도,30,N,0.0,0.0
427,경기도,30,N,0.0,0.0
428,경기도,30,N,0.0,0.0
429,경기도,30,N,0.0,0.0
430,경기도,30,N,0.0,0.0
431,경기도,30,N,0.0,0.0
432,경기도,30,Y,1.0,0.0
433,경기도,30,Y,1.0,0.0
434,경기도,30,N,0.0,0.0
435,경기도,30,N,0.0,0.0
436,경기도,30,N,0.0,0.0
437,경기도,30,N,0.0,0.0
438,경기도,30,N,0.0,0.0
439,경기도,30,N,0.0,0.0
440,경기도,30,N,0.0,0.0
441,경기도,30,N,0.0,0.0
442,경기도,30,N,0.0,0.0
443,경기도,30,N,0.0,0.0
444,경기도,30,N,0.0,0.0
445,경기도,30,N,0.0,0.0
446,경기도,30,N,0.0,0.0
447,울산광역시,30,N,0.0,0.0
448,울산광역시,30,N,0.0,0.0
449,울산광역시,30,N,0.0,0.0
450,울산광역시,30,N,0.0,0.0
451,울산광역시,30,N,0.0,0.0
452,울산광역시,30,N,0.0,0.0
453,울산광역시,30,N,0.0,0.0
454,울산광역시,30,N,0.0,0.0
455,울산광역시,30,N,0.0,0.0
456,울산광역시,30,N,0.0,0.0
457,울산광역시,30,N,0.0,0.0
458,울산광역시,30,N,0.0,0.0
459,울산광역시,30,N,0.0,0.0
460,경기도,30,N,0.0,0.0
461,경기도,30,N,0.0,0.0
462,경기도,30,N,0.0,0.0
463,경기도,30,N,0.0,0.0
464,경기도,30,N,0.0,0.0
465,경기도,30,N,0.0,0.0
466,경기도,30,N,0.0,0.0
467,경기도,30,N,0.0,0.0
468,경기도,30,N,0.0,0.0
469,경기도,30,N,0.0,0.0
470,경기도,30,N,0.0,0.0
471,경기도,30,N,0.0,0.0
472,경기도,30,N,0.0,0.0
473,경기도,30,N,0.0,0.0
474,대전광역시,50,N,0.0,35.0
475,대전광역시,30,N,0.0,10.0
476,대전광역시,30,N,0.0,8.0
477,서울특별시,30,N,0.0,12.1
478,서울특별시,60,Y,1.0,19.5
479,서울특별시,30,N,0.0,16.0
480,서울특별시,50,N,0.0,9.0
481,서울특별시,30,N,0.0,21.0
482,서울특별시,30,N,0.0,7.0
483,경상북도,30,N,0.0,5.0
484,경상북도,30,N,0.0,6.0
485,경상북도,30,N,0.0,6.0
486,경상북도,30,N,0.0,6.0
487,경상북도,30,N,0.0,6.0
488,경상북도,30,N,0.0,6.0
489,경상북도,30,N,0.0,6.0
490,경상북도,30,N,0.0,6.0
491,경상북도,30,N,0.0,6.0
492,경상북도,30,N,0.0,6.0
493,경상북도,31,N,0.0,6.0
494,경상북도,32,N,0.0,6.0
495,경상북도,33,N,0.0,6.0
496,경상북도,34,Y,4.0,6.0
497,경상북도,35,Y,2.0,6.0
498,경상북도,36,Y,3.0,6.0
499,경상북도,37,N,0.0,6.0
500,충청남도,30,Y,1.0,8.0
501,경기도,30,N,0.0,10.0
502,경기도,30,Y,1.0,12.5
503,경기도,30,N,0.0,10.0
504,경기도,30,N,0.0,10.0
505,경기도,30,N,0.0,6.0
506,경기도,30,N,0.0,8.0
507,경기도,30,N,0.0,8.0
508,경기도,30,Y,1.0,1.0
509,경기도,30,N,0.0,0.0
510,경기도,30,N,0.0,0.0
511,경기도,30,N,0.0,0.0
512,경기도,30,N,0.0,5.0
513,경기도,30,N,0.0,10.0
514,경기도,30,N,0.0,9.0
515,강원도,30,Y,1.0,6.0
516,강원도,30,Y,1.0,6.0
517,강원도,30,N,0.0,7.0
518,경기도,50,N,0.0,14.0
519,경기도,50,N,0.0,21.0
520,경기도,30,Y,1.0,7.0
521,경기도,30,N,0.0,12.0
522,부산광역시,30,N,0.0,0.0
523,부산광역시,30,N,0.0,0.0
524,울산광역시,30,N,0.0,0.0
525,울산광역시,30,N,0.0,0.0
526,경기도,30,N,0.0,10.0
527,경기도,30,N,0.0,10.0
528,경기도,30,N,0.0,10.0
529,경기도,30,N,0.0,8.0
530,경기도,30,N,0.0,8.0
531,경기도,30,Y,1.0,10.0
532,경기도,30,N,0.0,8.0
533,경기도,30,N,0.0,8.0
534,경기도,30,N,0.0,8.0
535,경기도,30,N,0.0,8.0
536,경기도,30,N,0.0,8.0
537,경기도,30,N,0.0,6.0
538,경기도,30,N,0.0,5.5
539,경기도,30,N,0.0,6.0
540,경기도,30,N,0.0,5.0
541,경기도,30,N,0.0,10.0
542,경기도,30,N,0.0,4.0
543,경기도,30,N,0.0,8.0
544,경기도,30,N,0.0,7.0
545,경기도,30,N,0.0,10.0
546,경기도,30,N,0.0,10.0
547,경기도,30,N,0.0,8.0
548,경기도,30,N,0.0,8.0
549,경기도,30,N,0.0,6.0
550,경기도,30,N,0.0,7.0
551,경기도,30,N,0.0,10.0
552,경기도,30,N,0.0,10.0
553,강원도,30,N,0.0,9.0
554,강원도,30,N,0.0,9.0
555,강원도,30,N,0.0,9.0
556,강원도,30,N,0.0,9.0
557,강원도,30,N,0.0,9.0
558,강원도,30,N,0.0,9.0
559,강원도,30,N,0.0,9.0
560,강원도,30,N,0.0,9.0
561,강원도,30,N,0.0,9.0
562,강원도,30,N,0.0,9.0
563,강원도,30,N,0.0,9.0
564,강원도,30,N,0.0,9.0
565,경기도,30,N,0.0,24.0
566,경기도,30,N,0.0,8.0
567,경기도,30,N,0.0,14.0
568,경기도,30,N,0.0,8.0
569,경기도,30,N,0.0,8.0
570,경기도,30,N,0.0,10.0
571,경기도,30,N,0.0,8.0
572,경기도,30,N,0.0,8.0
573,경기도,30,N,0.0,10.0
574,경기도,30,N,0.0,8.0
575,경기도,30,Y,1.0,10.0
576,경기도,30,N,0.0,8.0
577,경기도,30,N,0.0,7.0
578,경기도,30,Y,1.0,10.0
579,경기도,30,N,0.0,6.0
580,강원도,30,N,0.0,9.0
581,강원도,30,N,0.0,9.0
582,강원도,30,N,0.0,9.0
583,강원도,30,N,0.0,9.0
584,강원도,30,N,0.0,9.0
585,강원도,30,N,0.0,9.0
586,강원도,30,N,0.0,9.0
587,강원도,30,N,0.0,9.0
588,강원도,30,N,0.0,9.0
589,강원도,30,N,0.0,9.0
590,강원도,30,N,0.0,9.0
591,강원도,30,N,0.0,9.0
592,강원도,30,N,0.0,9.0
593,강원도,30,N,0.0,9.0
594,강원도,30,N,0.0,9.0
595,강원도,30,N,0.0,9.0
596,강원도,30,N,0.0,9.0
597,강원도,30,N,0.0,9.0
598,강원도,30,N,0.0,9.0
599,강원도,30,N,0.0,9.0
600,강원도,30,N,0.0,9.0
601,강원도,30,N,0.0,9.0
602,강원도,30,N,0.0,9.0
603,강원도,30,N,0.0,9.0
604,강원도,30,N,0.0,9.0
605,강원도,30,N,0.0,9.0
606,강원도,30,N,0.0,9.0
607,전라남도,30,N,0.0,0.0
608,강원도,30,N,0.0,9.0
609,강원도,30,N,0.0,9.0
610,강원도,30,N,0.0,9.0
611,강원도,30,N,0.0,9.0
612,강원도,30,N,0.0,9.0
613,강원도,30,N,0.0,9.0
614,강원도,30,N,0.0,9.0
615,강원도,30,N,0.0,9.0
616,강원도,30,N,0.0,9.0
617,강원도,30,N,0.0,9.0
618,강원도,30,N,0.0,9.0
619,강원도,30,N,0.0,9.0
620,강원도,30,N,0.0,9.0
621,강원도,30,N,0.0,9.0
622,강원도,30,N,0.0,9.0
623,강원도,30,N,0.0,9.0
624,강원도,30,N,0.0,9.0
625,강원도,30,N,0.0,9.0
626,강원도,30,N,0.0,9.0
627,강원도,30,N,0.0,9.0
628,강원도,30,N,0.0,9.0
629,강원도,30,N,0.0,9.0
630,강원도,30,N,0.0,9.0
631,강원도,30,N,0.0,9.0
632,강원도,30,N,0.0,9.0
633,강원도,30,N,0.0,9.0
634,대구광역시,50,Y,1.0,24.0
635,대구광역시,40,N,0.0,30.0
636,대구광역시,30,Y,1.0,10.0
637,대구광역시,30,Y,1.0,6.0
638,대구광역시,30,N,0.0,6.0
639,대구광역시,30,N,0.0,5.5
640,광주광역시,50,N,0.0,18.0
641,광주광역시,30,N,0.0,12.0
642,광주광역시,30,Y,1.0,8.0
643,광주광역시,30,N,0.0,5.0
644,광주광역시,30,Y,1.0,6.0
645,광주광역시,30,N,0.0,6.0
646,광주광역시,30,N,0.0,8.0
647,광주광역시,30,N,0.0,7.0
648,광주광역시,30,N,0.0,5.0
649,광주광역시,30,N,0.0,5.0
650,광주광역시,30,N,0.0,7.0
651,광주광역시,30,N,0.0,6.0
652,광주광역시,30,N,0.0,7.0
653,광주광역시,30,N,0.0,7.0
654,광주광역시,30,N,0.0,7.0
655,광주광역시,30,N,0.0,7.0
656,부산광역시,30,Y,1.0,18.0
657,부산광역시,30,Y,1.0,18.0
658,충청남도,30,N,0.0,0.0
659,부산광역시,30,Y,1.0,18.0
660,부산광역시,30,Y,1.0,18.0
661,부산광역시,30,Y,1.0,18.0
662,부산광역시,30,Y,1.0,18.0
663,충청북도,30,N,0.0,0.0
664,전라북도,30,N,0.0,0.0
665,전라북도,30,N,0.0,0.0
666,전라북도,30,N,0.0,0.0
667,전라북도,30,Y,1.0,0.0
668,전라북도,30,N,0.0,0.0
669,광주광역시,30,N,0.0,18.0
670,광주광역시,50,N,0.0,18.0
671,광주광역시,30,N,0.0,14.0
672,광주광역시,50,N,0.0,18.0
673,광주광역시,30,N,0.0,12.0
674,광주광역시,30,Y,1.0,6.0
675,광주광역시,30,N,0.0,6.0
676,광주광역시,30,N,0.0,8.0
677,광주광역시,30,N,0.0,7.0
678,광주광역시,30,N,0.0,5.0
679,광주광역시,30,N,0.0,5.0
680,광주광역시,30,N,0.0,7.0
681,광주광역시,30,N,0.0,6.0
682,광주광역시,30,N,0.0,7.0
683,광주광역시,30,N,0.0,7.0
684,광주광역시,30,N,0.0,7.0
685,광주광역시,30,N,0.0,7.0
686,광주광역시,30,N,0.0,18.0
687,광주광역시,50,N,0.0,18.0
688,광주광역시,30,N,0.0,14.0
689,경상북도,30,Y,2.0,7.0
690,경상북도,30,N,0.0,7.0
691,전라북도,30,N,0.0,0.0
692,강원도,30,N,0.0,9.0
693,전라북도,30,N,0.0,0.0
694,전라북도,30,N,0.0,0.0
695,전라북도,30,Y,1.0,0.0
696,전라북도,30,Y,1.0,0.0
697,전라북도,30,N,0.0,0.0
698,전라북도,30,N,0.0,0.0
699,전라북도,30,N,0.0,0.0
700,전라북도,30,N,0.0,0.0
701,전라북도,30,N,0.0,0.0
702,전라북도,30,N,0.0,0.0
703,전라북도,30,Y,1.0,0.0
704,전라북도,30,N,0.0,0.0
705,경기도,30,N,0.0,10.0
706,경기도,30,N,0.0,10.0
707,경기도,30,N,0.0,5.5
708,경기도,30,N,0.0,7.0
709,경기도,50,Y,1.0,30.0
710,경기도,30,Y,1.0,23.0
711,경기도,50,Y,1.0,35.0
712,경기도,30,Y,2.0,20.0
713,경기도,30,Y,1.0,20.0
714,경기도,30,Y,1.0,20.0
715,경기도,50,Y,1.0,30.0
716,강원도,30,N,0.0,9.0
717,강원도,30,N,0.0,9.0
718,강원도,30,N,0.0,9.0
719,강원도,30,N,0.0,9.0
720,강원도,30,N,0.0,9.0
721,강원도,30,N,0.0,9.0
722,강원도,30,N,0.0,9.0
723,강원도,30,N,0.0,9.0
724,강원도,30,N,0.0,9.0
725,강원도,30,N,0.0,9.0
726,강원도,30,N,0.0,9.0
727,강원도,30,N,0.0,9.0
728,강원도,30,N,0.0,9.0
729,강원도,30,N,0.0,9.0
730,충청북도,30,N,0.0,8.0
